0.01,1
0.03282,1
0.05564,1
0.07846,1
0.10128,1
0.1241,1
0.14692,1
0.16974,1
0.19256,1
0.21538,1
0.2382,1
0.26102,1
0.28384,1
0.30666,1
0.32948,1
0.3523,1
0.37512,1
0.39794,1
0.42076,1
0.44358,1
0.4664,1
0.48922,1
0.51204,1
0.53486,1
0.55768,1
0.5805,1
0.60332,1
0.62614,0.99999
0.64896,0.99999
0.67178,0.99999
0.6946,0.99998
0.71742,0.99997
0.74024,0.99996
0.76306,0.99994
0.78588,0.99992
0.8087,0.9999
0.83152,0.99986
0.85434,0.99982
0.87716,0.99977
0.89998,0.99971
0.9228,0.99964
0.94562,0.99955
0.96844,0.99945
0.99126,0.99933
1.0141,0.99919
1.0369,0.99903
1.0597,0.99884
1.0825,0.99863
1.1054,0.99839
1.1282,0.99812
1.151,0.99781
1.1738,0.99747
1.1966,0.99709
1.2195,0.99666
1.2423,0.99619
1.2651,0.99567
1.2879,0.9951
1.3107,0.99447
1.3336,0.99378
1.3564,0.99302
1.3792,0.9922
1.402,0.9913
1.4248,0.99033
1.4477,0.98927
1.4705,0.98812
1.4933,0.98688
1.5161,0.98554
1.5389,0.98409
1.5618,0.98252
1.5846,0.98084
1.6074,0.97902
1.6302,0.97706
1.653,0.97495
1.6759,0.97267
1.6987,0.97022
1.7215,0.96759
1.7443,0.96475
1.7671,0.96169
1.79,0.95839
1.8128,0.95483
1.8356,0.95098
1.8584,0.94682
1.8812,0.9423
1.9041,0.9374
1.9269,0.93206
1.9497,0.92624
1.9725,0.91986
1.9953,0.91284
2.0182,0.90508
2.041,0.89645
2.0638,0.88679
2.0866,0.87586
2.1094,0.86336
2.1323,0.84884
2.1551,0.83163
2.1779,0.81062
2.2007,0.78378
2.2235,0.74675
2.2464,0.68633
2.2692,0
